candidate_id,pr_number,html_url,title,merged_month,change_type,primary_scope,project_scopes,architecture_shape,architectures,cross_component,cross_scope,affected_hardware_scope,affected_platforms,changed_files,churn,verification_test_assets,verification_methods,reproduction_confidence,reproduction_commands,workload_bucket,final_100_bucket_quota,candidate_300_bucket_quota
vllm-cpu-300-266,47381,https://github.com/vllm-project/vllm/pull/47381,[Bugfix][Model Runner V2] Order uniform decodes first so spec decodes aren't misclassified as prefills,2026-07,bugfix,production_code,production_code;tests,multi_component,worker_model_runner;attention;speculative_decoding,True,True,backend_agnostic,backend_agnostic,3,89,added,unit_test;end_to_end_test,medium,pytest tests/v1/worker/test_gpu_batch_ordering.py -q,bugfix | production_code | multi_component,9,27
vllm-cpu-300-267,48211,https://github.com/vllm-project/vllm/pull/48211,[Model][CI/Build] Cosmos3: enable registry tests and register Cosmos3-Super,2026-07,test,tests,tests;documentation_examples,support_only,support_only,False,True,backend_agnostic,backend_agnostic,3,10,modified,integration_test,medium,pytest -v -s models/multimodal/processing --ignore models/multimodal/processing/test_tensor_schema.py,test | tests | support_only,4,12
vllm-cpu-300-268,48256,https://github.com/vllm-project/vllm/pull/48256,[Bugfix][KV Cache] Don't route uniform-page-size MLA+SWA models into DeepseekV4 packing,2026-07,bugfix,production_code,production_code;tests,single_component,kv_cache_data_movement,False,True,backend_agnostic,backend_agnostic,2,48,added,unit_test,medium,pytest -v -s -m 'cpu_test' v1/core,bugfix | production_code | single_component,36,108
vllm-cpu-300-269,45781,https://github.com/vllm-project/vllm/pull/45781,[Misc] Rename VLLM_TRITON_ATTN_USE_TD to VLLM_TRITON_USE_TD,2026-07,maintenance,production_code,production_code,multi_component,attention;kernels_operators;configuration_shared_infrastructure,True,False,backend_specific,intel_xpu,3,33,none,unit_test,high,pytest -v -s test_envs.py,maintenance | production_code | multi_component,1,3
vllm-cpu-300-270,47021,https://github.com/vllm-project/vllm/pull/47021,[NIXL] Avoid reading expired blocks in bidirectional turn-2 read,2026-07,bugfix,production_code,production_code;tests;documentation_examples,single_component,kv_cache_data_movement,False,True,backend_agnostic,backend_agnostic,10,286,mixed,unit_test,high,pytest -v -s -m 'cpu_test' v1/kv_connector/unit,bugfix | production_code | single_component,36,108
vllm-cpu-300-271,48622,https://github.com/vllm-project/vllm/pull/48622,[Bugfix][R3] Exclude draft routers from expert capture,2026-07,bugfix,production_code,production_code;tests,single_component,worker_model_runner,False,True,backend_agnostic,backend_agnostic,2,42,mixed,unit_test,medium,uv run --no-project python -m pytest tests/model_executor/test_routed_experts_capture.py -q,bugfix | production_code | single_component,36,108
vllm-cpu-300-272,48437,https://github.com/vllm-project/vllm/pull/48437,fix(lora): validate LoRA rank is positive in PEFTHelper,2026-07,bugfix,production_code,production_code;tests,single_component,lora,False,True,backend_agnostic,backend_agnostic,2,19,mixed,unit_test,high,.venv/bin/python -m pytest tests/lora/test_peft_helper.py::test_peft_helper_invalid_rank_direct -v || .venv/bin/python -m pytest tests/lora/test_peft_helper.py::test_peft_helper_error -v,bugfix | production_code | single_component,36,108
vllm-cpu-300-273,47965,https://github.com/vllm-project/vllm/pull/47965,[Rust Frontend] Wait for mock engine endpoints before ZMQ connect,2026-07,bugfix,production_code,production_code,single_component,engine,False,False,backend_agnostic,backend_agnostic,1,58,none,integration_test;performance_benchmark,high,cargo nextest run -p vllm-mock-engine,bugfix | production_code | single_component,36,108
vllm-cpu-300-274,48855,https://github.com/vllm-project/vllm/pull/48855,[Bugfix] Enable FlashAttention MLA prefill for Mistral Small 4 head dims,2026-07,bugfix,production_code,production_code;tests;documentation_examples,single_component,attention,False,True,backend_specific,nvidia_cuda,3,15,modified,unit_test,medium,pytest tests/v1/attention/test_mla_prefill_selector.py::TestGetMLAPrefillBackend::test_auto_selection_on_hopper,bugfix | production_code | single_component,36,108
vllm-cpu-300-275,48563,https://github.com/vllm-project/vllm/pull/48563,[Bugfix][Gemma4] Fix ModelOpt mixed-precision MoE config mapping,2026-07,bugfix,production_code,production_code;tests,multi_component,model_implementation;quantization,True,True,backend_specific,nvidia_cuda,3,49,added,unit_test,medium,.venv/bin/python -m pytest tests/quantization/test_modelopt.py -k test_modelopt_mixed_precision_composes_gemma4_mappers -v,bugfix | production_code | multi_component,9,27
vllm-cpu-300-276,48679,https://github.com/vllm-project/vllm/pull/48679,[KV Offload] Support self-describing KV events with TieringOffloadingSpec,2026-07,feature,production_code,production_code;tests;documentation_examples,single_component,kv_cache_data_movement,False,True,backend_specific,cpu,6,517,mixed,unit_test,medium,HF_HUB_OFFLINE=1 PYTHONPATH=. .venv/bin/python -m pytest tests/v1/kv_connector/unit/offloading_connector/test_events.py tests/v1/kv_connector/unit/offloading_connector/test_scheduler.py -q,feature | production_code | single_component,9,27
vllm-cpu-300-277,48938,https://github.com/vllm-project/vllm/pull/48938,[chore] adjust logo be more friendly to white background terminal,2026-07,bugfix,production_code,production_code,single_component,reliability_observability,False,False,backend_agnostic,backend_agnostic,1,9,none,manual,medium,"VLLM_LOGGING_COLOR=1 .venv/bin/python -c ""from vllm.entrypoints.serve.utils.api_utils import log_version_and_model; from vllm.logger import init_logger; log_version_and_model(init_logger('vllm.preview'), 'test', 'test-model')""",bugfix | production_code | single_component,36,108
vllm-cpu-300-278,49295,https://github.com/vllm-project/vllm/pull/49295,[Rust][Benchmark] Use async HTTP clients,2026-07,bugfix,production_code,production_code;benchmarks;tests;build,single_component,other,False,True,backend_agnostic,backend_agnostic,15,322,mixed,unit_test,medium,.buildkite/scripts/run-rust-frontend-cargo-ci.sh test,bugfix | production_code | single_component,36,108
vllm-cpu-300-279,49190,https://github.com/vllm-project/vllm/pull/49190,"[bugfix] Fix Cosmos3 Edge checkpoint weights filtering, video loading, prompt expansion",2026-07,bugfix,production_code,production_code;tests,multi_component,model_loading_layers;input_processing_multimodal,True,True,backend_agnostic,backend_agnostic,5,33,mixed,integration_test,medium,python -m pytest tests/models/multimodal/processing/test_cosmos3_edge.py tests/models/multimodal/test_mapping.py tests/multimodal/test_video.py -v || pytest -v -s models/multimodal/processing --ignore models/multimodal/processing/test_tensor_schema.py --num-shards=$BUILDKITE_PARALLEL_JOB_COUNT --shard-id=$BUILDKITE_PARALLEL_JOB,bugfix | production_code | multi_component,9,27
vllm-cpu-300-280,49344,https://github.com/vllm-project/vllm/pull/49344,[Misc] Fix terminal output logo coloring,2026-07,bugfix,production_code,production_code,single_component,reliability_observability,False,False,backend_agnostic,backend_agnostic,1,9,none,integration_test,medium,"VLLM_DISABLE_LOG_LOGO=0 .venv/bin/python -c ""from unittest.mock import Mock, patch; from vllm.entrypoints.serve.utils import api_utils; lgr = Mock(); p = patch.object(api_utils, 'current_formatter_type', return_value='color'); p.start(); api_utils.log_version_and_model(lgr, 'version', 'model'); p.stop(); assert '\033[1m' in lgr.info.call_args.args[0]""",bugfix | production_code | single_component,36,108
vllm-cpu-300-281,49045,https://github.com/vllm-project/vllm/pull/49045,[Rust Frontend] Extract request preparation from the inference path,2026-07,refactor,production_code,production_code,single_component,input_processing_multimodal,False,False,backend_agnostic,backend_agnostic,2,299,none,unit_test;integration_test,high,.buildkite/scripts/run-rust-frontend-cargo-ci.sh test || cargo nextest run --manifest-path rust/Cargo.toml --workspace --all-features --locked --no-fail-fast,refactor | production_code | single_component,6,18
vllm-cpu-300-282,49001,https://github.com/vllm-project/vllm/pull/49001,[Bugfix] Retry config read to survive concurrent HF cache refresh,2026-07,bugfix,production_code,production_code,single_component,model_implementation,False,False,backend_agnostic,backend_agnostic,1,18,none,unit_test,high,pytest -v -s transformers_utils,bugfix | production_code | single_component,36,108
vllm-cpu-300-283,49217,https://github.com/vllm-project/vllm/pull/49217,[Misc] Use VLLMValidationError in chat_utils content-part validation,2026-07,bugfix,production_code,production_code,single_component,input_processing_multimodal,False,False,backend_agnostic,backend_agnostic,1,40,none,unit_test;end_to_end_test,medium,pytest -v -s entrypoints/unit_tests,bugfix | production_code | single_component,36,108
vllm-cpu-300-284,48531,https://github.com/vllm-project/vllm/pull/48531,[Perf][KVConnector][Mooncake] Vectorize prepare_value on the KV load path,2026-07,performance,production_code,production_code;tests,single_component,kv_cache_data_movement,False,True,backend_agnostic,backend_agnostic,4,232,mixed,unit_test;performance_benchmark,medium,.venv/bin/python -m pytest tests/v1/kv_connector/unit/test_mooncake_store_prepare_values.py tests/v1/kv_connector/unit/test_mooncake_store_worker.py::test_store_sending_thread_prepares_missing_chunks_once_per_group -q,performance | production_code | single_component,2,6
vllm-cpu-300-285,49805,https://github.com/vllm-project/vllm/pull/49805,[Bugfix] Wait for the linear bias before layerwise online processing,2026-07,bugfix,production_code,production_code;tests,single_component,model_loading_layers,False,True,backend_agnostic,backend_agnostic,4,77,added,unit_test,medium,pytest tests/model_executor/model_loader/test_reload.py -q,bugfix | production_code | single_component,36,108
vllm-cpu-300-286,49440,https://github.com/vllm-project/vllm/pull/49440,[Bugfix][KV Offload] Namespace persistent cache by model runner,2026-07,bugfix,production_code,production_code;tests,single_component,kv_cache_data_movement,False,True,backend_agnostic,backend_agnostic,2,23,mixed,unit_test,medium,.venv/bin/python -m pytest -q tests/v1/kv_offload/test_factory.py tests/v1/kv_offload/test_file_mapper.py,bugfix | production_code | single_component,36,108
vllm-cpu-300-287,49502,https://github.com/vllm-project/vllm/pull/49502,[3/N][Core][KV Connector] Support reliable partial-tail KV offload for sub-block prompts,2026-07,bugfix,production_code,production_code;tests,single_component,kv_cache_data_movement,False,True,backend_agnostic,backend_agnostic,13,1497,modified,unit_test;integration_test,medium,.venv/bin/python -m pytest -v tests/v1/core/prefix_cache/test_partial_prefix_cache_hits.py || .venv/bin/python -m pytest -v tests/v1/kv_connector/unit/test_mooncake_store_coordinator.py || .venv/bin/python -m pytest -v tests/v1/kv_connector/unit/test_mooncake_store_hma_e2e.py || .venv/bin/python -m pytest -v tests/v1/kv_connector/unit/test_mooncake_store_scheduler.py || .venv/bin/python -m pytest -v tests/v1/kv_connector/unit/test_mooncake_store_worker.py,bugfix | production_code | single_component,36,108
vllm-cpu-300-288,48361,https://github.com/vllm-project/vllm/pull/48361,[Test] Regression test for hybrid-Mamba eagle cache-peek in Mooncake connector (#43559),2026-07,test,tests,tests,support_only,support_only,False,False,backend_agnostic,backend_agnostic,2,39,added,unit_test,medium,python -m pytest tests/v1/kv_connector/unit/test_mooncake_store_coordinator.py -q,test | tests | support_only,4,12
vllm-cpu-300-289,47750,https://github.com/vllm-project/vllm/pull/47750,[Feature] Add VidCom2 video token pruning,2026-07,feature,production_code,production_code;tests;documentation_examples,multi_component,serving_api;input_processing_multimodal;model_implementation,True,True,backend_agnostic,backend_agnostic,17,469,added,unit_test,medium,pytest tests/multimodal/test_vidcom2.py -v,feature | production_code | multi_component,7,21
vllm-cpu-300-290,49945,https://github.com/vllm-project/vllm/pull/49945,[Test] Skip ROCm AITER MLA prefill tests on non-ROCm platforms,2026-07,test,tests,tests,support_only,support_only,False,False,cross_backend,amd_rocm;intel_xpu;cpu;google_tpu,1,6,modified,unit_test,medium,pytest -v -s tests/v1/attention/test_mla_prefill_selector.py,test | tests | support_only,4,12
vllm-cpu-300-291,49496,https://github.com/vllm-project/vllm/pull/49496,[Rust Frontend] Fix finish reason for named tool choices,2026-07,bugfix,production_code,production_code;tests,single_component,serving_api,False,True,backend_agnostic,backend_agnostic,3,105,mixed,integration_test,high,.buildkite/scripts/run-rust-frontend-cargo-ci.sh test,bugfix | production_code | single_component,36,108
vllm-cpu-300-292,47494,https://github.com/vllm-project/vllm/pull/47494,[Rust Frontend] Align sampling validation with Python,2026-07,bugfix,production_code,production_code;tests,multi_component,serving_api;sampling,True,True,backend_agnostic,backend_agnostic,6,262,added,unit_test;integration_test,high,.buildkite/scripts/run-rust-frontend-cargo-ci.sh test,bugfix | production_code | multi_component,9,27
vllm-cpu-300-293,49612,https://github.com/vllm-project/vllm/pull/49612,[KV Connector] Support NIXL heterogeneous P/D block sizes for hybrid models,2026-07,feature,production_code,production_code;tests,multi_component,kv_cache_data_movement;distributed_execution,True,True,backend_agnostic,backend_agnostic,7,1125,mixed,unit_test;end_to_end_test;model_correctness;distributed_test,high,pytest -v -s -m 'cpu_test' v1/kv_connector/unit,feature | production_code | multi_component,7,21
vllm-cpu-300-294,50144,https://github.com/vllm-project/vllm/pull/50144,[CPU] Fix s390x builds and update torch version in dockerfile,2026-07,bugfix,production_code,production_code;build,single_component,kernels_operators,False,True,backend_specific,cpu,2,10,none,end_to_end_test,medium,"bash .buildkite/scripts/hardware_ci/run-cpu-test-s390x.sh || podman run -itd --security-opt seccomp=unconfined --cap-add SYS_NICE --shm-size 8g -p 8000:8000 -e VLLM_CPU_KVCACHE_SPACE=4 -e VLLM_CPU_OMP_THREADS_BIND=""0-2"" --name vllm-granite 552803b3a0709d4b722a989d0046e207724175e7e1d383757f10508f82f947e6 --model peft-internal-testing/opt-125m --max-model-len 1024 --max-num-seqs 4 --max-num-batched-tokens 256",bugfix | production_code | single_component,36,108
vllm-cpu-300-295,48145,https://github.com/vllm-project/vllm/pull/48145,[Frontend] Reuse prefill token ids on the decode chat path for disaggregated serving,2026-07,performance,production_code,production_code;tests;ci;documentation_examples,single_component,input_processing_multimodal,False,True,cross_backend,amd_rocm;nvidia_cuda,6,211,added,unit_test;end_to_end_test,medium,pytest tests/entrypoints/openai/chat_completion/test_chat_completion.py -k prompt_token_ids -v,performance | production_code | single_component,2,6
vllm-cpu-300-296,50345,https://github.com/vllm-project/vllm/pull/50345,[Kernel][Helion] Disable unsafe B200 RMS reduction warp specialization,2026-07,bugfix,production_code,production_code;tests,single_component,kernels_operators,False,True,backend_specific,nvidia_cuda,2,25,added,unit_test,medium,pytest tests/kernels/helion/test_rms_norm_per_block_quant.py::TestRmsNormPerBlockQuantConfigPicker::test_b200_configs_disable_reduction_warp_specialization,bugfix | production_code | single_component,36,108
vllm-cpu-300-297,50406,https://github.com/vllm-project/vllm/pull/50406,[Rust Frontend] Improve startup failure and readiness logs,2026-07,bugfix,production_code,production_code,single_component,reliability_observability,False,False,backend_agnostic,backend_agnostic,2,51,none,unit_test;integration_test,high,.buildkite/scripts/run-rust-frontend-cargo-ci.sh test,bugfix | production_code | single_component,36,108
vllm-cpu-300-298,50420,https://github.com/vllm-project/vllm/pull/50420,[Frontend][Bugfix] Use default tool call IDs for Kimi K3 for conversation-level uniqueness,2026-07,bugfix,production_code,production_code;tests,multi_component,input_processing_multimodal;serving_api,True,True,backend_agnostic,backend_agnostic,5,108,mixed,unit_test,medium,.buildkite/scripts/run-rust-frontend-cargo-ci.sh test || .venv/bin/python -m pytest tests/tool_use/test_kimi_k3_tool_parser.py tests/renderers/test_kimi_k3.py -q,bugfix | production_code | multi_component,9,27
vllm-cpu-300-299,50305,https://github.com/vllm-project/vllm/pull/50305,[Bugfix] Re-land MiniMax M3 default video processor,2026-07,bugfix,production_code,production_code;tests,multi_component,input_processing_multimodal;kernels_operators,True,True,backend_specific,cpu,3,54,modified,integration_test;model_correctness,medium,pytest -v -s -m 'cpu_test' multimodal,bugfix | production_code | multi_component,9,27
vllm-cpu-300-300,49424,https://github.com/vllm-project/vllm/pull/49424,[chore] delete useless code,2026-07,refactor,production_code,production_code;tests,single_component,engine,False,True,backend_agnostic,backend_agnostic,3,11,modified,integration_test,medium,pytest -v -s tests/v1/engine/test_core_engine_actor_manager.py::test_ray_dp_addresses_resolved_before_actor_creation,refactor | production_code | single_component,6,18
